year,lrf.m,lrf.sd,lrf.se,year,lff.m,lff.sd,lff.se,year,lcf.m,lcf.sd,lcf.se,year,stdi.m,stdi.sd,stdi.se,year,smdi.m,smdi.sd,smdi.se,year,tsdi.m,tsdi.sd,tsdi.se,year,leach.m,leach.sd,leach.se
11,12.2218191,0.669911847,0.191403385,11,1.809764578,0.124258009,0.035502288,11,0.061088983,0.00594633,0.001698951,11,-16.58683917,3.207388454,0.916396701,11,0.911107669,2.056338531,0.587525295,11,-17.32541346,2.803228547,0.800922442,11,0.717611462,0.201811165,0.057660333
12,14.81268837,0.778163514,0.222332433,12,2.176498299,0.147302645,0.04208647,12,0.113867853,0.01116313,0.003189466,12,-16.85003471,3.293928921,0.941122549,12,0.90983027,2.051784915,0.586224261,12,-17.58918647,2.908184968,0.830909991,12,0.717370422,0.201825044,0.057664298
13,18.00625849,0.730787594,0.208796456,13,2.632608693,0.139364583,0.039818452,13,0.193100876,0.019000895,0.005428827,13,-16.95240737,3.348959972,0.956845706,13,0.912885616,2.056502578,0.587572165,13,-17.6940333,2.968907852,0.848259386,13,0.717129526,0.201838931,0.057668266
14,21.11656916,0.705996229,0.201713208,14,3.076268406,0.134491126,0.038426036,14,0.295589244,0.029243828,0.00835538,14,-17.10576931,3.393306437,0.969516125,14,0.916564378,2.062618806,0.589319659,14,-17.85030531,3.014583022,0.861309435,14,0.716888774,0.201852827,0.057672236
15,24.05061529,0.698719022,0.199634006,15,3.493723734,0.13213792,0.037753691,15,0.419618408,0.041753946,0.011929699,15,-17.29303957,3.435433132,0.981552324,15,0.920343648,2.068968504,0.591133858,15,-18.04058515,3.057874098,0.873678314,15,0.716648165,0.201866732,0.057676209
16,26.79965227,0.70461292,0.201317977,16,3.883588829,0.131493243,0.037569498,16,0.56379762,0.056435854,0.01612453,16,-17.50222635,3.478251196,0.993786056,16,0.92412517,2.075329979,0.592951423,16,-18.25279652,3.102334921,0.886381406,16,0.7164077,0.201880646,0.057680184
17,29.42666934,0.724918859,0.207119674,17,4.248948809,0.132402267,0.037829219,17,0.726870055,0.073205385,0.020915824,17,-17.74503216,3.514309076,1.004088308,17,0.91560929,2.062347735,0.58924221,17,-18.48860265,3.149805858,0.899944531,17,0.71526593,0.201946945,0.057699127
18,31.94228142,0.758655504,0.216758715,18,4.591393645,0.13479511,0.038512889,18,0.907679207,0.091983631,0.026281038,18,-18.00899634,3.550381827,1.014394808,18,0.903607211,2.04396138,0.583988966,18,-18.74273295,3.200044217,0.914298348,18,0.713874139,0.202028283,0.057722367
19,34.34784042,0.803614418,0.229604119,19,4.912221743,0.138576977,0.039593422,19,1.105151246,0.112694779,0.032198508,19,-18.28619306,3.588592495,1.025312141,19,0.89157432,2.025611995,0.578746284,19,-19.01007889,3.252407533,0.929259295,19,0.712487135,0.202109912,0.057745689
20,36.64946095,0.858035013,0.245152861,20,5.212862684,0.143651928,0.041043408,20,1.318287261,0.135265697,0.038647342,20,-18.57362075,3.628479878,1.036708537,20,0.879506638,2.007292686,0.573512196,20,-19.28763363,3.30632263,0.944663609,20,0.711104613,0.202191842,0.057769098
21,38.85395159,0.920480309,0.262994374,21,5.494702888,0.149905577,0.042830165,21,1.546158333,0.159625996,0.045607427,21,-18.86923292,3.669646207,1.048470345,21,0.867403043,1.98900437,0.568286963,21,-19.57334855,3.361314497,0.96037557,21,0.709727087,0.202274037,0.057792582
22,40.9645747,0.989492507,0.282712145,22,5.763673293,0.157396994,0.04497057,22,1.7878963,0.185706996,0.053059142,22,-19.17943096,3.707032793,1.059152227,22,0.847423017,1.958738026,0.559639436,22,-19.86723639,3.417348778,0.976385365,22,0.706337677,0.202478655,0.057851044
23,42.98602696,1.063858374,0.303959536,23,6.023265456,0.166025415,0.047435833,23,2.042697153,0.213443422,0.060983835,23,-19.50134085,3.741953147,1.069129471,23,0.821223557,1.919325599,0.548378743,23,-20.16777415,3.474099239,0.992599783,23,0.701411803,0.202782042,0.057937726
24,43.93537627,1.121012988,0.320289425,24,6.273083939,0.175480037,0.050137153,24,2.309816428,0.242773343,0.069363812,24,-19.73644798,3.765638226,1.075896636,24,0.793830733,1.877663961,0.536475417,24,-20.38068446,3.518319855,1.005234244,24,0.696545643,0.203088715,0.058025347
25,45.01651816,1.189617687,0.339890768,25,6.513561101,0.185522004,0.053006287,25,2.588558949,0.273636652,0.078181901,25,-19.99497417,3.788768835,1.082505381,25,0.767188751,1.838264049,0.5252183,25,-20.61746659,3.560311029,1.017231723,25,0.69173751,0.2033985,0.058113857
26,46.06651943,1.267139582,0.362039881,26,6.745275734,0.195998714,0.055999632,26,2.87827811,0.305975645,0.087421613,26,-20.27593869,3.814242463,1.089783561,26,0.74064395,1.799693907,0.514198259,26,-20.87678402,3.603901232,1.029686066,26,0.68698578,0.20371123,0.058203209
27,47.09239797,1.347405961,0.384973132,27,6.971620744,0.206887486,0.05911071,27,3.177652637,0.33966753,0.097047866,27,-20.56366628,3.844874771,1.098535649,27,0.718422561,1.766122216,0.504606347,27,-21.14643972,3.649338499,1.042668142,27,0.681150252,0.204104195,0.058315484
28,48.10517993,1.428158889,0.408045397,28,7.197761003,0.218221698,0.062349057,28,3.485406577,0.374589746,0.107025642,28,-20.85043694,3.880794089,1.108798311,28,0.703208943,1.741851566,0.497671876,28,-21.42087614,3.695818375,1.055948107,28,0.673226133,0.204653423,0.058472407
29,49.09633978,1.50818098,0.430908851,29,7.422314395,0.22982571,0.065664489,29,3.800393153,0.410627725,0.117322207,29,-21.13853724,3.917489813,1.119282804,29,0.68798492,1.717781499,0.490794714,29,-21.6966387,3.742696945,1.069341984,29,0.665454745,0.20520941,0.05863126
30,50.00713789,1.58649597,0.453284563,30,7.64507563,0.24157576,0.069021646,30,4.121719373,0.447689523,0.127911292,30,-21.42016816,3.953652742,1.129615069,30,0.672686224,1.693762664,0.48393219,30,-21.96588099,3.788596204,1.082456058,30,0.65783031,0.205771442,0.05879184
31,50.80228104,1.662686339,0.47505324,31,7.86607543,0.253411405,0.072403259,31,4.448490698,0.485681181,0.138766052,31,-21.69099791,3.988223869,1.139492534,31,0.657305731,1.669782422,0.477080692,31,-22.22426188,3.832392671,1.094969334,31,0.650347609,0.206338839,0.058953954
32,51.50390128,1.736878202,0.496250915,32,8.086356785,0.26531938,0.075805537,32,4.779709891,0.524497119,0.14985632,32,-21.95352662,4.021168119,1.148905177,32,0.641955299,1.64606725,0.470304929,32,-22.4743647,3.874016222,1.106861778,32,0.642649,0.206938822,0.059125378
33,52.19695608,1.809376983,0.516964852,33,8.312712989,0.277415579,0.079261594,33,5.11590046,0.564173454,0.161192415,33,-22.21618421,4.053277512,1.158079289,33,0.627590003,1.623264066,0.463789733,33,-22.72537316,3.9146242,1.118464057,33,0.632570974,0.20774886,0.059356817
34,52.95444716,1.880261663,0.537217618,34,8.543081325,0.289627139,0.082750611,34,5.456778102,0.604672615,0.172763604,34,-22.48515315,4.084969858,1.167134245,34,0.614455853,1.600397749,0.4572565,34,-22.98365439,3.955541607,1.130154745,34,0.622738708,0.208565758,0.059590216
35,53.74930675,1.949346898,0.556956257,35,8.776810312,0.301893381,0.086255252,35,5.801927323,0.645943175,0.184555193,35,-22.75715924,4.117534442,1.176438412,35,0.601325286,1.577736691,0.450781912,35,-23.24497989,3.99701385,1.142003957,35,0.613140502,0.209388265,0.059825219
36,54.43533203,2.01621311,0.576060889,36,9.013556568,0.314196917,0.089770548,36,6.151352231,0.687973146,0.196563756,36,-23.01637836,4.148810652,1.185374472,36,0.58806773,1.554948859,0.444271102,36,-23.49343211,4.03683127,1.153380363,36,0.603765469,0.210215266,0.060061505
37,54.84064007,2.080483842,0.594423955,37,9.25307252,0.3265354,0.093295829,37,6.505592725,0.730801921,0.208800549,37,-23.24635049,4.175734184,1.19306691,37,0.574601067,1.531816378,0.437661822,37,-23.71248634,4.071829229,1.16337978,37,0.594603467,0.21104576,0.060298789
38,55.0357133,2.141752711,0.611929346,38,9.481773095,0.338571279,0.096734651,38,6.862277975,0.77418671,0.221196203,38,-23.50094299,4.184834819,1.195667091,38,0.51496305,1.431958715,0.409131061,38,-23.91864169,4.104738664,1.172782476,38,0.58991256,0.211479412,0.060422689
39,55.06813073,2.200500071,0.628714306,39,9.702107553,0.350482985,0.100137996,39,7.221299995,0.818108192,0.233745198,39,-23.74066229,4.194238395,1.198353827,39,0.457418789,1.325458177,0.378702336,39,-24.11168952,4.134614943,1.181318555,39,0.585747333,0.211869222,0.060534063
40,54.98833934,2.25604585,0.644584529,40,9.915653081,0.362333434,0.103523838,40,7.584047921,0.862685253,0.246481501,40,-23.97330939,4.205863464,1.201675275,40,0.400189206,1.223807232,0.349659209,40,-24.29792678,4.162188532,1.189196724,40,0.581624495,0.212259444,0.060645555
41,54.79539886,2.307939707,0.659411345,41,10.12315037,0.374140276,0.106897222,41,7.950548504,0.907911535,0.259403296,41,-24.19840369,4.22004032,1.205725806,41,0.342883359,1.128485342,0.322424383,41,-24.47655672,4.187881332,1.196537524,41,0.577543387,0.212649984,0.060757138
42,54.47685533,2.356004722,0.673144206,42,10.32513834,0.385912969,0.110260848,42,8.320833577,0.953785989,0.272510282,42,-24.40508119,4.230387951,1.208682272,42,0.293434732,1.038206188,0.29663034,42,-24.6430574,4.210380853,1.202965958,42,0.573503171,0.213040769,0.060868791
43,53.99666524,2.400548992,0.68587114,43,10.51784704,0.397666746,0.11361907,43,8.69494419,1.000311743,0.285803355,43,-24.55258308,4.243485793,1.212424512,43,0.287516476,1.025707202,0.293059201,43,-24.78574756,4.226410071,1.207545735,43,0.570843116,0.213300308,0.060942945
44,53.37717537,2.44104388,0.697441108,44,10.7007982,0.409323555,0.116949587,44,9.071459366,1.047341562,0.299240446,44,-24.6685831,4.258011059,1.216574588,44,0.298844493,1.049314691,0.299804198,44,-24.91099181,4.238222512,1.210920718,44,0.56882834,0.213498071,0.060999449
45,52.67687158,2.476784371,0.707652677,45,10.87529641,0.420850324,0.12024295,45,9.44878294,1.094709033,0.312774009,45,-24.77599035,4.270438377,1.220125251,45,0.310171416,1.073311503,0.306660429,45,-25.02764112,4.247766027,1.213647436,45,0.566823772,0.213695841,0.061055955
46,52.06250434,2.506723264,0.716206647,46,11.04210924,0.432242738,0.123497925,46,9.827092531,1.14241451,0.326404146,46,-24.88782614,4.281231244,1.223208927,46,0.323555537,1.097358886,0.31353111,46,-25.15035078,4.257128604,1.216322458,46,0.56482893,0.213893648,0.061112471
47,51.48873821,2.531484937,0.723281411,47,11.20182792,0.443488801,0.126711086,47,10.20727669,1.190532678,0.340152194,47,-24.99823698,4.291317722,1.226090778,47,0.338939928,1.121442371,0.320412106,47,-25.27324153,4.266609341,1.21903124,47,0.562843909,0.214091465,0.06116899
48,50.96295337,2.551637863,0.72903939,48,11.34957896,0.454484597,0.129852742,48,10.58898267,1.239011227,0.354003208,48,-25.11960667,4.301048746,1.22887107,48,0.340416109,1.123790294,0.321082941,48,-25.39581229,4.277292503,1.222083572,48,0.56248082,0.214127755,0.061179359
49,50.58039994,2.567293815,0.733512519,49,11.48115268,0.465169074,0.13290545,49,10.97113209,1.287736822,0.367924806,49,-25.26141753,4.311346067,1.231813162,49,0.325603676,1.100608006,0.31445943,49,-25.52560859,4.29029388,1.225798251,49,0.564017313,0.213974411,0.061135546
50,50.30661395,2.579665299,0.737047228,50,11.5994417,0.475597879,0.135885108,50,11.35346212,1.336682475,0.381909279,50,-25.40244585,4.321936279,1.234838937,50,0.312172511,1.077598684,0.307885338,50,-25.6557322,4.303861632,1.229674752,50,0.565559493,0.213821091,0.06109174
51,50.12134349,2.589748829,0.739928237,51,11.7057726,0.485765356,0.138790102,51,11.73612625,1.385846059,0.395956017,51,-25.53850044,4.330675099,1.237335743,51,0.301165161,1.054270039,0.301220011,51,-25.78281523,4.317182505,1.233480716,51,0.567107785,0.213667759,0.061047931
52,49.94637542,2.598613711,0.74246106,52,11.80109176,0.495647805,0.141613659,52,12.11914116,1.435218577,0.410062451,52,-25.66490737,4.338666909,1.239619117,52,0.290162272,1.031163954,0.294618273,52,-25.90025732,4.329501299,1.237000371,52,0.568662045,0.213514439,0.061004126
53,49.79637047,2.606173298,0.744620942,53,11.88858234,0.505175929,0.14433598,53,12.50165275,1.484695848,0.424198814,53,-25.79828226,4.336786634,1.239081895,53,0.265170042,0.970764675,0.277361336,53,-26.01311372,4.34080925,1.240231214,53,0.569471175,0.213434862,0.060981389
54,49.67507483,2.61198047,0.746280134,54,11.97580728,0.514239884,0.146925681,54,12.88271868,1.534146134,0.438327467,54,-25.97405018,4.314829852,1.232808529,54,0.193999889,0.802762108,0.229360602,54,-26.13032675,4.352447984,1.243556567,54,0.567908446,0.213588703,0.061025344
55,49.67239309,2.616423862,0.747549675,55,12.0611017,0.523015745,0.14943307,55,13.26251762,1.583612028,0.452460579,55,-26.15336714,4.30421922,1.22977692,55,0.124855588,0.662313455,0.189232416,55,-26.25275009,4.365186184,1.247196053,55,0.56635175,0.213742557,0.061069302
56,49.76070498,2.620476337,0.748707525,56,12.14429534,0.531599274,0.151885507,56,13.64111713,1.633074513,0.466592718,56,-26.30562436,4.300387595,1.22868217,56,0.086153452,0.54460902,0.155602577,56,-26.37297576,4.37869114,1.251054612,56,0.564801041,0.213896421,0.061113263
57,49.92925926,2.624612787,0.749889368,57,12.22536011,0.539967175,0.154276336,57,14.01839666,1.682578759,0.480736788,57,-26.44432656,4.31807784,1.233736526,57,0.062417479,0.441358224,0.12610235,57,-26.49246455,4.395416968,1.25583342,57,0.563256272,0.214050291,0.061157226
58,50.05246835,2.629850379,0.751385823,58,12.3044666,0.548127357,0.156607816,58,14.39410731,1.732097948,0.494885128,58,-26.56314159,4.349260625,1.242645893,58,0.048372514,0.342045328,0.097727237,58,-26.60044061,4.412846848,1.260813385,58,0.561691984,0.214206709,0.061201917
59,50.15523384,2.635650553,0.753043015,59,12.38584286,0.556040898,0.158868828,59,14.76888107,1.781604141,0.509029755,59,-26.66452762,4.364453267,1.246986648,59,0.045052081,0.318566317,0.091018948,59,-26.69926494,4.424577776,1.264165079,59,0.558893972,0.214488005,0.061282287
60,50.24508187,2.64171236,0.75477496,60,12.46833911,0.563712636,0.161060753,60,15.14334038,1.831164221,0.523189777,60,-26.7625372,4.379051989,1.251157711,60,0.041728047,0.295061853,0.084303387,60,-26.79471012,4.435567285,1.267304939,60,0.556115428,0.214769258,0.061362645
61,50.36558623,2.646500934,0.756143124,61,12.55186615,0.570894895,0.163112827,61,15.51814412,1.880600532,0.537314438,61,-26.84914002,4.367973248,1.247992357,61,0.038402657,0.271547795,0.077585084,61,-26.87874732,4.421136446,1.263181842,61,0.553355715,0.215050485,0.061442996
62,50.51502209,2.643428322,0.755265235,62,12.63747753,0.576002334,0.164572095,62,15.89421072,1.92863868,0.551039623,62,-26.85488618,4.220669014,1.205905433,62,0.035074592,0.248014821,0.070861377,62,-26.88192609,4.272400019,1.22068572,62,0.550614945,0.215331629,0.061523323
63,50.69814087,2.625743105,0.750212316,63,12.72745653,0.577394849,0.164969957,63,16.27466214,1.973720531,0.563920152,63,-26.67255081,3.869471519,1.105563291,63,0.031032486,0.219432813,0.062695089,63,-26.69702099,3.909144846,1.116898528,63,0.547892679,0.21561269,0.061603626
64,50.95226746,2.604227897,0.744065113,64,12.82334582,0.577595184,0.165027195,64,16.65839105,2.017885398,0.576538685,64,-26.54739549,3.622310657,1.034945902,64,0.030303319,0.214276823,0.061221949,64,-26.57153121,3.658676124,1.045336036,64,0.544013945,0.216016264,0.061718932
65,51.26755283,2.582898896,0.737971113,65,12.92395255,0.577699204,0.165056915,65,17.04402335,2.061484016,0.588995433,65,-26.4643207,3.430717479,0.980204994,65,0.030392095,0.214904563,0.061401304,65,-26.48868177,3.465675576,0.990193022,65,0.539882065,0.216450178,0.061842908
66,51.63793843,2.559191826,0.731197665,66,13.02915613,0.576983671,0.164852477,66,17.43121797,2.104004468,0.601144134,66,-26.35966183,3.236204336,0.92462981,66,0.03047871,0.215517022,0.061576292,66,-26.38424883,3.269697055,0.934199159,66,0.535792098,0.216883732,0.061966781
67,51.90663799,2.533541704,0.723869058,67,13.13887117,0.575211286,0.164346082,67,17.819443,2.14524267,0.612926477,67,-26.216387,3.019929499,0.862837,67,0.030557445,0.216073767,0.061735362,67,-26.24119615,3.052061868,0.872017677,67,0.531743024,0.217316889,0.06209054
68,52.07230488,2.506314165,0.716089761,68,13.25305414,0.572493825,0.163569664,68,18.20857311,2.185132757,0.624323645,68,-26.03063075,2.791372425,0.797534978,68,0.030630666,0.216591515,0.06188329,68,-26.05565926,2.822175363,0.806335818,68,0.527734381,0.217749556,0.062214159
69,52.15520909,2.480085332,0.708595809,69,13.36755492,0.569734705,0.162781344,69,18.59757685,2.224217064,0.63549059,69,-25.87392692,2.612727636,0.74649361,69,0.029516315,0.208711868,0.059631962,69,-25.89816869,2.641219652,0.754634186,69,0.524586684,0.218091959,0.062311988
70,52.35907835,2.452744954,0.700784272,70,13.48068113,0.567179588,0.162051311,70,18.98625345,2.262670863,0.646477389,70,-25.74916066,2.465231475,0.70435185,70,0.027562398,0.194895589,0.055684454,70,-25.77189204,2.490997349,0.711713528,70,0.522054531,0.218369094,0.06239117
71,52.7107806,2.423442617,0.692412176,71,13.59352987,0.564615358,0.161318674,71,19.37496526,2.300515165,0.657290047,71,-25.62751264,2.316547735,0.661870781,71,0.025626967,0.181210023,0.051774292,71,-25.64873579,2.339697546,0.668485013,71,0.519538351,0.218645968,0.062470277
72,53.17535089,2.392885252,0.6836815,72,13.7064356,0.561837157,0.160524902,72,19.76319257,2.337566034,0.66787601,72,-25.5037278,2.181853571,0.623386734,72,0.023706558,0.167630676,0.047894479,72,-25.52344238,2.202335818,0.629238805,72,0.517037774,0.218922588,0.062549311
73,53.61952626,2.363441915,0.675269119,73,13.81964909,0.558855201,0.159672915,73,20.15005638,2.373711617,0.678203319,73,-25.35745621,2.047128663,0.584893904,73,0.021796744,0.154126256,0.044036073,73,-25.37565853,2.065098692,0.590028198,73,0.514552442,0.219198961,0.062628274
74,54.01459496,2.332405899,0.666401685,74,13.94121494,0.554915785,0.158547367,74,20.53634008,2.408069937,0.688019982,74,-25.07819075,1.849244122,0.528355464,74,0.019446954,0.13751073,0.03928878,74,-25.09453172,1.864442862,0.53269796,74,0.510474802,0.219655495,0.062758713
75,54.39369516,2.294132787,0.655466511,75,14.08299245,0.548846855,0.156813387,75,20.92547009,2.439525504,0.697007287,75,-24.56980666,1.574674819,0.449907091,75,0.016337014,0.115520131,0.033005752,75,-24.58366874,1.58629215,0.453226329,75,0.503623567,0.220431161,0.062980332
76,54.76097554,2.251246081,0.643213166,76,14.23983713,0.541522873,0.154720821,76,21.31724347,2.468385507,0.705253002,76,-24.01396715,1.411561386,0.403303253,76,0.013283234,0.093926646,0.026836185,76,-24.02534786,1.419139865,0.405468533,76,0.496886802,0.221204285,0.063201224
77,55.12452722,2.208787317,0.631082091,77,14.41142906,0.534415315,0.15269009,77,21.7136009,2.496314308,0.713232659,77,-23.32759641,1.290919,0.368834,77,0.010284385,0.072721583,0.020777595,77,-23.33649339,1.295544111,0.37015546,77,0.490260903,0.221974656,0.06342133
78,55.48846276,2.170308569,0.620088163,78,14.59775111,0.528392749,0.150969357,78,22.11606527,2.524672294,0.721334941,78,-22.50233425,1.208951132,0.345414609,78,0.007339472,0.051897907,0.014827974,78,-22.50874515,1.211732191,0.346209198,78,0.48374197,0.22274214,0.063640612
79,55.97823708,2.135720558,0.610205874,79,14.7925124,0.523966437,0.149704696,79,22.52441597,2.55430554,0.729801583,79,-21.63995212,1.179081122,0.336880321,79,0.004655643,0.032920368,0.00940582,79,-21.64405616,1.180616137,0.337318896,79,0.47843994,0.223373274,0.063820935
80,56.65361841,2.106512737,0.601860782,80,14.96332557,0.521466589,0.148990454,80,22.93491322,2.5854601,0.738702886,80,-20.96971236,1.187143887,0.339183968,80,0.003277455,0.023175109,0.00662146,80,-20.97261985,1.188070675,0.339448764,80,0.48002255,0.22318424,0.063766926
81,57.47718837,2.08262132,0.595034663,81,15.11999303,0.520065659,0.148590188,81,23.34840234,2.618249097,0.748071171,81,-20.278537,1.195161042,0.341474584,81,0.001914987,0.013541003,0.003868858,81,-20.28024663,1.195649173,0.34161405,81,0.48161155,0.222994995,0.063712856
82,58.31097239,2.064880257,0.589965788,82,15.26588734,0.519330052,0.148380015,82,23.7651955,2.652843399,0.757955257,82,-19.55133085,1.176731329,0.336208951,82,0.000567808,0.004015009,0.001147145,82,-19.551841,1.176875815,0.336250233,82,0.483206837,0.22280556,0.063658731
83,59.04215387,2.053024582,0.586578452,83,15.40226878,0.519103846,0.148315385,83,24.18522514,2.688990318,0.768282948,83,-18.80174598,1.151340176,0.328954336,83,-0.000763682,0.005400049,0.001542871,83,-18.80105546,1.15113973,0.328897066,83,0.484808461,0.222615937,0.063604553
84,59.71360476,2.045084681,0.584309909,84,15.52998148,0.519303373,0.148372392,84,24.60851167,2.7265717,0.779020486,84,-18.03587815,1.12158919,0.320454054,84,-0.002079136,0.014701715,0.00420049,84,-18.0339862,1.121014595,0.320289884,84,0.486416471,0.222426128,0.063550322
85,60.11645203,2.039904056,0.58282973,85,15.65173101,0.519583888,0.148452539,85,25.02103392,2.76322293,0.789492266,85,-18.01158336,1.176606294,0.336173227,85,-0.003370319,0.023831752,0.006809072,85,-18.0085213,1.17583385,0.335952529,85,0.48425047,0.222681936,0.06362341
86,60.0840154,2.03947176,0.582706217,86,15.76910343,0.520241942,0.148640555,86,25.42486884,2.799535508,0.799867288,86,-18.07247032,1.238946785,0.353984796,86,-0.004663973,0.03297927,0.009422648,86,-18.06824222,1.238085726,0.353738779,86,0.481770718,0.222976069,0.063707448
87,59.71970068,2.041749608,0.583357031,87,15.88353278,0.521224143,0.148921184,87,25.82120504,2.835624896,0.810178542,87,-18.14810457,1.300791508,0.371654717,87,-0.005961653,0.042155254,0.012044358,87,-18.14271181,1.299914806,0.37140423,87,0.479306277,0.223269727,0.063791351
88,59.21343972,2.043991057,0.583997445,88,15.99550759,0.522493884,0.149283967,88,26.21030412,2.871464782,0.820418509,88,-18.24374531,1.362791715,0.389369061,88,-0.007264708,0.051369246,0.014676927,88,-18.23718817,1.361962309,0.389132088,88,0.476856654,0.223562937,0.063875125
89,58.82011129,2.042818434,0.58366241,89,16.10524122,0.524023367,0.149720962,89,26.59221254,2.907014421,0.830575549,89,-18.36985157,1.425804697,0.40737277,89,-0.008575318,0.060636654,0.017324758,89,-18.36212851,1.425079746,0.407165642,89,0.474421975,0.223855655,0.063958759
90,58.51572057,2.040982026,0.583137722,90,16.22023056,0.5260338,0.150295372,90,26.98375292,2.944944475,0.841412707,90,-17.68101925,1.384602426,0.395600693,90,-0.008742294,0.061817352,0.0176621,90,-17.67309439,1.383876926,0.395393407,90,0.473958424,0.223911533,0.063974724
91,58.38882577,2.037120498,0.582034428,91,16.33978436,0.528269364,0.150934104,91,27.38787961,2.985315834,0.852947381,91,-16.6117008,1.296107189,0.37031634,91,-0.008423868,0.059565743,0.017018784,91,-16.60398653,1.295291603,0.370083315,91,0.474336013,0.223866014,0.063961718
92,58.65002511,2.029395526,0.579827293,92,16.46042944,0.530619499,0.151605571,92,27.80156287,3.027514878,0.865004251,92,-15.51773086,1.204797381,0.344227823,92,-0.00811436,0.057377189,0.016393483,92,-15.51022461,1.2038547,0.343958486,92,0.474713956,0.223820483,0.063948709
93,59.20487013,2.02119151,0.577483289,93,16.5809791,0.533072678,0.152306479,93,28.22392408,3.071420265,0.877548647,93,-14.40061028,1.110204882,0.317201395,93,-0.007811342,0.055234529,0.015781294,93,-14.39331119,1.109085286,0.31688151,93,0.475092101,0.223774958,0.063935702
94,59.75094034,2.016536269,0.57615322,94,16.70118072,0.535600202,0.153028629,94,28.6534656,3.115696485,0.890198996,94,-13.2515808,1.01154297,0.289012277,94,-0.007511775,0.053116273,0.015176078,94,-13.24449063,1.010174654,0.28862133,94,0.475470754,0.223729404,0.063922687
95,60.45082868,2.014023237,0.57543521,95,16.83466784,0.538315189,0.15380434,95,29.09460514,3.159975892,0.902850255,95,-11.80128761,0.87820313,0.25091518,95,-0.007721366,0.054598301,0.015599515,95,-11.79390408,0.876050403,0.250300115,95,0.47392753,0.223915259,0.063975788
96,60.30088696,2.02010806,0.577173731,96,16.99188612,0.541298466,0.154656705,96,29.55084959,3.203629564,0.915322733,96,-10.00770401,0.70951679,0.202719083,96,-0.008450786,0.05975608,0.017073166,96,-9.999490817,0.705409155,0.201545473,96,0.470325814,0.224351035,0.064100296
97,59.69040425,2.02892918,0.579694051,97,17.1663487,0.544498445,0.155570984,97,30.01967936,3.246536934,0.927581981,97,-8.176874855,0.545302562,0.155800732,97,-0.009152511,0.064718025,0.018490864,97,-8.16783521,0.537757067,0.153644876,97,0.466755985,0.224785717,0.064224491
98,59.33596422,2.034068221,0.581162349,98,17.35531523,0.547912203,0.156546344,98,30.49909948,3.287862631,0.939389323,98,-6.327897357,0.394264525,0.112647007,98,-0.00983471,0.069541904,0.019869115,98,-6.318027047,0.380269152,0.108648329,98,0.463217484,0.225219283,0.064348367
99,59.08599135,2.036637579,0.581896451,99,17.55747517,0.551535242,0.157581498,99,30.98785145,3.32689396,0.950541131,99,-4.460257001,0.279577152,0.079879186,99,-0.010495125,0.07421174,0.021203354,99,-4.44955438,0.253619443,0.072462698,99,0.459709765,0.225651714,0.064471918
100,58.88897996,2.037275606,0.582078745,100,17.77673892,0.555369375,0.158676964,100,31.48157789,3.363416817,0.960976233,100,-2.752301319,0.254460211,0.072702917,100,-0.011274373,0.079721855,0.022777673,100,-2.740644053,0.218040872,0.062297392,100,0.454462032,0.226303524,0.06465815
101,58.72690745,2.0360288,0.581722514,101,18.02483306,0.559494441,0.159855555,101,31.96798821,3.394008103,0.969716601,101,-1.53737418,0.290353232,0.082958066,101,-0.012435226,0.087930325,0.02512295,101,-1.524415257,0.251540608,0.071868745,101,0.444348474,0.227576001,0.065021715
102,58.5969336,2.034303948,0.581229699,102,18.29739885,0.564140332,0.161182952,102,32.44765596,3.416947058,0.976270588,102,-0.334595111,0.356321171,0.101806049,102,-0.013577923,0.096010412,0.027431546,102,-0.320333518,0.318961351,0.091131814,102,0.434482254,0.228837747,0.065382213
103,58.49809131,2.032409622,0.580688463,103,18.59310836,0.569239085,0.162639739,103,32.92064275,3.43176122,0.980503206,103,0.864659948,0.439718852,0.125633958,103,-0.014702754,0.103964168,0.029704048,103,0.880225072,0.404400085,0.115542882,103,0.424851827,0.230088438,0.065739554
104,58.418886,2.030598685,0.580171053,104,18.91068378,0.574784269,0.164224077,104,33.38772868,3.439198602,0.982628172,104,2.062839571,0.532941881,0.152269109,104,-0.01580985,0.111792519,0.03194072,104,2.07970889,0.499250784,0.142643081,104,0.415445926,0.231327888,0.066093682
105,58.35978098,2.028932917,0.579695119,105,19.24519235,0.580748201,0.165928057,105,33.84851873,3.439248787,0.98264251,105,3.25395575,0.631201288,0.180343225,105,-0.016866273,0.119262559,0.034075017,105,3.272092716,0.598693903,0.171055401,105,0.406920675,0.232466352,0.066418958
106,58.31032801,2.027206462,0.579201846,106,19.50559199,0.586270655,0.167505902,106,34.29882832,3.431368649,0.980391042,106,4.279121444,0.713804066,0.203944019,106,-0.017113653,0.121011804,0.034574801,106,4.297630922,0.683437134,0.195267753,106,0.414557076,0.231445921,0.066127406
107,58.27187102,2.025711368,0.578774677,107,19.71744593,0.591108116,0.168888033,107,34.73847309,3.415810433,0.975945838,107,5.291063799,0.797985069,0.227995734,107,-0.017357149,0.122733577,0.035066736,107,5.30994532,0.7693288,0.219808229,107,0.422340896,0.230417592,0.065833598
